"date","water_temp_0to8m","thermocline_depth","epilimnetic_temp","irradiance_depth_at_5PAR","air_temp","global_radiation","max_windspeed","precipitation_tot","ammonium_ug","nitrate_mg","phosphate_ug","daphnia_ROIs_0p5x","daphnia_area_log10_mm2_0p5x","daphnia_maj_axis_len_mm_0p5x","daphnia_min_axis_len_mm_0p5x","eudiaptomus_ROIs_0p5x","eudiaptomus_area_log10_mm2_0p5x","eudiaptomus_maj_axis_len_mm_0p5x","eudiaptomus_min_axis_len_mm_0p5x","cyclops_ROIs_0p5x","cyclops_area_log10_mm2_0p5x","cyclops_maj_axis_len_mm_0p5x","cyclops_min_axis_len_mm_0p5x","nauplius_ROIs_0p5x","nauplius_area_log10_mm2_0p5x","nauplius_maj_axis_len_mm_0p5x","nauplius_min_axis_len_mm_0p5x","ciliates_ROIs_5p0x","ciliates_area_log10_mm2_5p0x_weightedmean","ciliates_area_log10_mm2_5p0x_mean","ciliates_maj_axis_len_mm_5p0x_mean","ciliates_maj_axis_len_mm_5p0x_weightedmean","ciliates_min_axis_len_mm_5p0x_weightedmean","ciliates_min_axis_len_mm_5p0x_mean","rotifers_ROIs_0p5x","rotifers_area_log10_mm2_0p5x_weightedmean","rotifers_area_log10_mm2_0p5x_mean","rotifers_maj_axis_len_mm_0p5x_mean","rotifers_maj_axis_len_mm_0p5x_weightedmean","rotifers_min_axis_len_mm_0p5x_weightedmean","rotifers_min_axis_len_mm_0p5x_mean","dinobryon_ROIs_0p5x","dinobryon_area_log10_mm2_5p0x","dinobryon_maj_axis_len_mm_5p0x","dinobryon_min_axis_len_mm_5p0x","uroglena_ROIs_0p5x","uroglena_area_log10_mm2_0p5x","uroglena_maj_axis_len_mm_0p5x","uroglena_min_axis_len_mm_0p5x","ceratium_ROIs_0p5x","ceratium_area_log10_mm2_0p5x","ceratium_maj_axis_len_mm_0p5x","ceratium_min_axis_len_mm_0p5x","centric_diatom_ROIs_5p0x","centric_diatom_area_log10_mm2_5p0x","centric_diatom_maj_axis_len_mm_5p0x","centric_diatom_min_axis_len_mm_5p0x","cryptophyceae_ROIs_5p0x","cryptophyceae_area_log10_mm2_5p0x_weightedmean","cryptophyceae_area_log10_mm2_5p0x_mean","cryptophyceae_maj_axis_len_mm_5p0x_mean","cryptophyceae_maj_axis_len_mm_5p0x_weightedmean","cryptophyceae_min_axis_len_mm_5p0x_weightedmean","cryptophyceae_min_axis_len_mm_5p0x_mean","rhodomonas_ROIs_5p0x","rhodomonas_area_log10_mm2_5p0x","rhodomonas_maj_axis_len_mm_5p0x","rhodomonas_min_axis_len_mm_5p0x","chlorophytes_ROIs_5p0x","chlorophytes_area_log10_mm2_5p0x","chlorophytes_maj_axis_len_mm_5p0x","chlorophytes_min_axis_len_mm_5p0x"
"2019-06-02",15.6199825,11.038525,14.85154875,5.865,20.7671328671329,305.482517482517,6,0.0335664335664336,8.40658116666667,1.70868486666667,1.71262833333333,0.05,-0.43641091448869,1.09892048086077,0.600109575231201,0.0491666666666667,-0.624667879907423,0.974890848954651,0.540319092650136,0.0545833333333333,-0.739753129986176,0.80205014222398,0.388257120404226,0.174166666666667,-1.19349921857391,0.399181319580577,0.232969788830514,0.00361111111111111,-3.25567071589316,-2.96106719070408,0.0458062373660714,0.0305494605769231,0.0257284736538461,0.0365160842857143,0.354166666666666,-1.55483140893122,-1.51951296693803,0.315431422107506,0.267936330538596,0.156447961115805,0.165187798557772,1.2025,-2.36886109859599,0.0991269704444444,0.0513433275555556,0.0075,-1.17680805977484,0.316758735790616,0.246506573305269,0.0254166666666667,-1.69963792150475,0.241791095500743,0.134843051693169,0.0130555555555556,-3.24676928804036,0.0295405691489362,0.0246052375531915,0.0453472222222222,-3.3814276713667,-3.39883246503985,0.0298071711801045,0.0302878454211332,0.0172891866156202,0.0168921624525582,0.0232638888888889,-3.82046465766826,0.0169518628955224,0.011413929838806,0.0498611111111111,-3.59689881443684,0.0184033188857939,0.0163325741086351
"2019-06-03",15.37784125,9.361470125,15.94195125,6.315,21.3506944444444,274.013888888889,14.6,0.0833333333333333,15.6027578333333,1.7101548,1.96959291666667,0.107083333333333,-0.411552112813622,1.0895011757563,0.610435989457842,0.0616666666666667,-0.588838846373079,1.0264539355849,0.535922369615171,0.0491666666666667,-0.764317498317589,0.771317533722429,0.395075098364089,0.1375,-1.20015535915778,0.376182045449548,0.233462157760306,0.00472222222222222,-3.16283753427534,-2.93686828619011,0.0478318480823864,0.0345965075,0.0280714526470588,0.0397288465363142,0.3175,-1.51383866954389,-1.49284544467633,0.320464570742981,0.276395743718219,0.16529982233488,0.17112110936079,2.03083333333333,-2.23171902377247,0.1135169352,0.0603811464,0.0229166666666667,-1.02215857184862,0.373868361950281,0.309872793358264,0.0220833333333333,-1.6948076602878,0.250909186311806,0.129488098615722,0.0111111111111111,-3.24836855010654,0.029872678875,0.024501538,0.0448611111111111,-3.37473111260904,-3.38332214241154,0.0302360473593337,0.0304434955727554,0.0174264167786378,0.0172017922107085,0.0161805555555556,-3.82665399884122,0.0168804132188841,0.011304188639485,0.0466666666666667,-3.58234385632719,0.0188170755654762,0.0165972101309524
"2019-06-04",15.9680575,9.5092425,16.0532325,6.64375,22.8356643356643,246.531468531469,5.7,0.0839160839160839,9.27810016666667,1.81585196666667,1.44466958333333,0.160416666666667,-0.43079195367773,1.08008315010237,0.607517682574263,0.0454166666666667,-0.576685239807286,1.09480550126566,0.527223750501787,0.0616666666666667,-0.691133469422996,0.85511324911597,0.395849284609326,0.127083333333333,-1.15785441236754,0.395653251490755,0.23968565292986,0.00583333333333334,-3.15768716480947,-2.92053327968481,0.047003343603644,0.0351195411904762,0.0283754608333333,0.0383464633295809,0.389583333333334,-1.49432710928255,-1.46328106767221,0.3238141922682,0.271758974747014,0.171461589015973,0.177068462778871,3.30666666666667,-2.30225468137307,0.107062708817204,0.0573566481182796,0.0466666666666667,-1.07001098275017,0.358258487705907,0.291941045708381,0.0145833333333333,-1.72393300217636,0.245493972236557,0.119575225230225,0.00930555555555555,-3.25572799105679,0.0285889641791045,0.0248053169402985,0.0366666666666667,-3.34339371320009,-3.36143689675719,0.0308208544403683,0.0315100153977273,0.0180454818787878,0.0176449172452958,0.0221527777777778,-3.81976532160576,0.017128271630094,0.0113317303573668,0.0324305555555556,-3.60646651835883,0.018263954111349,0.0162133297408994
"2019-06-05",16.30669625,7.644897,17.96646,6.86625,23.5548611111111,291.229166666667,15.6,0.116666666666667,9.2456915,1.90692336666666,1.32763666666667,0.127083333333333,-0.385330504793775,1.13869624703981,0.609266771578916,0.0583333333333333,-0.591402504521842,1.0020231402721,0.544546349941705,0.0516666666666667,-0.723514988117394,0.811913026697305,0.385797763554952,0.165416666666667,-1.16662574836871,0.391200753902771,0.234982213608837,0.00611111111111111,-3.16457477003238,-3.10818910284412,0.0375754679645503,0.0343134871590909,0.0280486988636364,0.0296753403039683,0.4575,-1.49312138555559,-1.47363587857914,0.317844508617708,0.27417392129708,0.168909681817505,0.17322175712646,4.76583333333333,-2.29165059266093,0.10516512,0.05940654391875,0.0645833333333333,-1.07933314365131,0.347477730272261,0.292369707426496,0.0141666666666667,-1.64222655319158,0.253808504678045,0.139863428337172,0.00729166666666667,-3.26379715161138,0.0280762247619048,0.0247406755238095,0.0470138888888889,-3.33393375853455,-3.3523389451064,0.0311532232535158,0.0317923852437223,0.0182890725997046,0.0178678925293985,0.0156944444444444,-3.82364479574484,0.0168886981858407,0.011362964079646,0.03,-3.55908657909116,0.0190814481018519,0.0170589261087963
"2019-06-06",15.44752625,9.49058725,15.6387525,4.95,13.7222222222222,117.569444444444,9.5,0.1,25.4836165,1.8428884,1.34408125,0.14625,-0.410912153318006,1.11052805525594,0.599120365774962,0.0504166666666667,-0.606581067312373,1.00122699036334,0.493530747284598,0.05375,-0.740554818752424,0.779673330371037,0.387803668155418,0.122083333333333,-1.14219321481349,0.382461582801769,0.249691417439681,0.00479166666666667,-3.11018640531254,-3.0277424971214,0.0412817599166667,0.0370309844927536,0.0292900597101449,0.0316897559398148,0.576666666666667,-1.4998018158163,-1.50450553668147,0.315034888814293,0.265875963314979,0.172233574370116,0.172116557968308,3.80625,-2.38948443611301,0.107212075970149,0.055626707738806,0.0670833333333333,-1.03559022718311,0.363589067659028,0.303895087142442,0.0175,-1.6669362793021,0.268431196560863,0.130886209280986,0.00604166666666667,-3.24284523030244,0.0297330295402299,0.0246702457471264,0.0873611111111111,-3.3304852590278,-3.33776771951518,0.0318133062768571,0.0320007249205087,0.0183441346899841,0.0181445876402368,0.0163194444444444,-3.82527652138391,0.0169106676170213,0.0113148211021277,0.035,-3.54376994742139,0.0193771407738095,0.0173545097420635
"2019-06-07",15.32942375,11.0141845,14.58249625,6.80375,16.3608391608392,281.496503496504,15.5,0.0671328671328671,18.2231321666667,1.9114611,1.36389875,0.110833333333333,-0.399999197358823,1.08178054263433,0.605362415662151,0.0829166666666667,-0.548495990500681,1.06269502000147,0.536583401585158,0.08125,-0.735979798214555,0.814105862411871,0.381058378760883,0.151666666666667,-1.13469766040488,0.399418357473945,0.250040556051655,0.00555555555555555,-3.19074989137605,-3.08272438104197,0.0388188524957853,0.0334510355,0.02748632025,0.0299422151634871,0.667916666666667,-1.55953294978411,-1.48310184670009,0.311431532030529,0.2519118346949,0.158548497525966,0.168367807175057,5.00083333333333,-2.35936880590558,0.104221749341317,0.0556541626407186,0.1475,-1.01900643466449,0.370349197299932,0.318311976782189,0.0120833333333333,-1.70950033208292,0.238167245469098,0.123181570107977,0.005625,-3.2036544455291,0.030356170617284,0.0259957855555556,0.100069444444444,-3.33019009380339,-3.3372781104133,0.0318534532064358,0.031947599611381,0.0183893727605829,0.0181714474043741,0.0247916666666667,-3.8184809576071,0.0169401278711485,0.0114751374565826,0.0284722222222222,-3.560401251252,0.0191326851951219,0.0168943365585366
"2019-06-08",16.65778625,10.036461875,16.52025875,6.485,17.3493055555556,272.361111111111,11.2,0.15,16.8587456666667,1.89915846666667,1.79362291666667,0.0879166666666667,-0.34366057022949,1.16526122678021,0.653945870971479,0.0533333333333333,-0.611479519217923,1.01195918672241,0.512223395150634,0.0475,-0.751905921100894,0.786787086272603,0.372056711861,0.1075,-1.17157012076217,0.389513173164478,0.233384832721968,0.00611111111111111,-3.09355007467412,-2.97554035090005,0.0424950031417499,0.0367006906818182,0.0298449480681818,0.0350195759524756,0.66375,-1.60471224626589,-1.49578645031707,0.312174348401492,0.238917083887652,0.148233384594745,0.163465843406085,4.09375,-2.43775850946573,0.0986670846268657,0.0503549448507463,0.486666666666667,-1.0498644064125,0.360765065314898,0.307525401927223,0.0145833333333333,-1.70952392446579,0.244506395763336,0.123880528978031,0.00402777777777778,-3.25880325904642,0.0289853087931034,0.0242863412068966,0.0584027777777777,-3.31867755454922,-3.32665124998155,0.0320427894883746,0.0321494872294887,0.0186901072532699,0.0184323711129898,0.0134027777777778,-3.82233831259982,0.0168438612953368,0.0114358614093264,0.0231944444444444,-3.5738477816426,0.0188082654790419,0.0166162409700599
"2019-06-09",16.59301375,9.07737725,16.79137125,5.2875,14.7986013986014,114.517482517483,5.7,1.51048951048951,21.3411853333333,1.8742713,1.74890416666667,0.159583333333333,-0.296685033133958,1.22713295515444,0.687469435842073,0.06625,-0.634418972939122,0.946007091639029,0.513803090652424,0.06125,-0.814451840829983,0.735572529708562,0.346735366730609,0.1275,-1.17796619768419,0.394385389383172,0.22822422841096,0.00604166666666667,-3.04246571241075,-2.93327819050556,0.0503267136017126,0.039918267816092,0.0321197371264368,0.0381161328399869,1.14041666666667,-1.66861225472177,-1.47421931735101,0.317459270556364,0.218913809110245,0.135693147347774,0.173698857975023,3.59958333333333,-2.39156024269192,0.102072846405229,0.0516903930849673,0.35,-1.0499535522724,0.360498369407048,0.305850720725841,0.01375,-1.68080474921558,0.258646898770176,0.122499327078735,0.00305555555555556,-3.26877144057205,0.0281308340909091,0.0243850634090909,0.0850694444444444,-3.31360494885857,-3.31820254634017,0.0326172486875587,0.0327883207346938,0.0185928062742857,0.0184680185644251,0.0109027777777778,-3.82764148583048,0.0167897363694268,0.0113404238917197,0.0239583333333333,-3.62056897428845,0.0180247404637681,0.015954606484058
"2019-06-10",16.52676125,10.902902375,15.55855125,3.575,14.9152777777778,68.8611111111111,9.3,35.3833333333333,18.0763478333333,1.69387873333333,1.27143416666667,0.09125,-0.367960606625966,1.13522289753687,0.625839631541086,0.0454166666666667,-0.595408349766004,0.993554953760864,0.553449216390305,0.07625,-0.795549197334619,0.770704198578472,0.361570004545206,0.12875,-1.19486645083435,0.371507989892859,0.228607124143427,0.00625,-3.15295839199675,-2.99265203491562,0.0431586985571429,0.0343743016666667,0.0289189974444445,0.037666484777381,0.905833333333333,-1.68706802319357,-1.47272255435307,0.32103888272421,0.213555217863396,0.132439679743559,0.171844056622808,2.32791666666667,-2.41272448818022,0.102748499139785,0.0516174773548387,0.324583333333333,-1.08113340572406,0.350112596798511,0.295469353728633,0.04,-1.71254380032189,0.252892043271728,0.11888549749543,0.00256944444444444,-3.24706966180895,0.0298999189189189,0.0244094645945946,0.122777777777778,-3.36521964939598,-3.36774135022121,0.0309415108635085,0.0309047047680995,0.0175486441770362,0.0174473669543794,0.00881944444444444,-3.82272512577103,0.0167909849606299,0.0114571913622047,0.0241666666666667,-3.62188594212798,0.0182353038793103,0.0159338977471264
"2019-06-11",16.3394075,10.6732125,15.537535,5.0125,14.6013986013986,127.706293706294,8,0.436363636363636,23.7594245,1.8530426,1.22634833333333,0.0925,-0.44995176402041,1.0588342971951,0.569766560094905,0.0458333333333333,-0.657141244509959,0.966144042518303,0.46922221820768,0.05625,-0.763916347111311,0.809397978270976,0.365339703376025,0.14375,-1.17691518980657,0.377575813366479,0.235639803978248,0.00756944444444445,-3.07091350373339,-3.05370773976978,0.0427233211682184,0.0370886310091743,0.0308444966055046,0.0321438505635048,0.7475,-1.68061678855298,-1.47420312278148,0.318424185145123,0.215789382755808,0.133361048926215,0.174779018918777,1.80875,-2.40603568666699,0.103778701558442,0.0546440493506493,0.451666666666667,-1.08855394517088,0.346079992312749,0.292267207291363,0.02,-1.71487352372633,0.25427787557915,0.117658933967595,0.00222222222222222,-3.2339448540957,0.02937727,0.024740978125,0.116875,-3.35875948993147,-3.36363831093314,0.0312370855403218,0.0313083467795603,0.0175218156696375,0.0173492626288917,0.00875,-3.81318248130695,0.0171138923809524,0.011492809547619,0.0230555555555556,-3.59617045105341,0.0186754247590361,0.0163319271475904
"2019-06-12",16.377595,10.7743566666667,15.484455,5.15125,15.4708333333333,240.673611111111,9.8,6.86666666666667,23.3498861666667,1.80079043333333,1.23637916666667,0.0683333333333333,-0.437099040169834,1.03229720685964,0.582545086249756,0.0433333333333333,-0.65300855251211,0.950462286916074,0.493576345659871,0.0554166666666667,-0.80702207678153,0.777039833770722,0.358577037440693,0.141666666666667,-1.21918030693449,0.360886164368271,0.223727666431912,0.00868055555555556,-3.08257098005324,-3.15723238426878,0.0340770921565657,0.0366332324,0.0301746736,0.0277317631580087,0.750833333333333,-1.69122671433792,-1.48685969948288,0.31459217899911,0.215185777614171,0.130520984137348,0.172254915632914,1.41375,-2.48592602842881,0.0991288413953488,0.0494324090697674,0.402083333333333,-1.12852890682406,0.328924184006482,0.279348759044039,0.0133333333333333,-1.7361579862119,0.250180166811212,0.111418151456899,0.00201388888888889,-3.26898162384827,0.0284263731034483,0.024013145862069,0.0827777777777778,-3.34252671255912,-3.34772946686406,0.0318778091129873,0.0319610581711409,0.0178257603322148,0.0176771935832514,0.0105555555555556,-3.81974940725874,0.0170641582894737,0.0113650038815789,0.0243055555555556,-3.64980141428157,0.0176826860857143,0.0155492367971429
"2019-06-13",16.837528,10.7942774,15.906394,5.590625,18.0629370629371,297.531468531469,6.2,0.0671328671328671,11.704685,1.91492203333333,1.30879833333333,0.045,-0.455450683585887,1.04498871864614,0.577206088903268,0.03625,-0.653048754533121,0.939556114422006,0.513760327307159,0.0616666666666667,-0.799962008395183,0.76996325197425,0.373329589662467,0.166666666666667,-1.25580284141846,0.342103865849501,0.217411243830531,0.00979166666666667,-3.03957238115778,-2.99769822511793,0.0471913236971239,0.0388405504255319,0.0314380438297873,0.0341937621830824,0.73875,-1.67655828275523,-1.48545041326737,0.313233737785801,0.222765882806545,0.133777686345581,0.174797308241193,1.55375,-2.52982550815876,0.0924592241428571,0.0447968605714286,0.589583333333333,-1.1458536983946,0.322482757836492,0.273817805206812,0.00583333333333333,-1.68988848265878,0.264898864162277,0.132617139944894,0.00208333333333333,-3.24045925476638,0.0291764996666667,0.0248326956666667,0.0602083333333333,-3.31080864018036,-3.32133368541047,0.0328694367655922,0.0331916316493656,0.0185175888581315,0.0182362950900002,0.01125,-3.82994393846996,0.0169279163580247,0.0111951851358025,0.0292361111111111,-3.66118622948071,0.0174717949881235,0.0152783502850356
"2019-06-14",17.04445375,11.050503625,16.12388125,5.53125,21.0263888888889,255.666666666667,15.6,2.58333333333333,9.37021883333334,1.86654313333333,1.30630958333333,0.0958333333333333,-0.42364309460709,1.08520292106668,0.623803745515764,0.0408333333333333,-0.631250362772794,0.995123760649694,0.495983102234679,0.0570833333333333,-0.793372718952598,0.788279940993163,0.376012682538743,0.198333333333333,-1.3021845018647,0.322516575334586,0.205437359118526,0.0109722222222222,-3.02519796751714,-3.02459398802865,0.0426206324432794,0.0395096611392405,0.031794381835443,0.0330928764846637,0.624166666666667,-1.65250068007044,-1.49929845896917,0.311370001897477,0.234489531301542,0.138867593173983,0.166722820953737,2.00583333333333,-2.31641702925554,0.107593140776699,0.0564688316893204,0.922916666666667,-1.16563965508577,0.315785216193501,0.269327146563809,0.00416666666666667,-1.67937828668642,0.247806580129665,0.135386988306324,0.00125,-3.32206742824237,0.0267013433333333,0.0227642072222222,0.0585416666666667,-3.3170850432979,-3.33208772812554,0.0323951151149623,0.0328679608303678,0.0183862763463819,0.0180289159492837,0.00826388888888889,-3.83375556196167,0.016778044789916,0.0111842777058824,0.0293055555555556,-3.68490708791315,0.0171100223222749,0.0149529140781991
"2019-06-15",17.0945685714286,10.1746668571429,16.7931371428571,5.88375,18.3713286713287,263.72027972028,16.3,35.1104895104895,10.6440781666667,1.87804706666667,1.42778,0.114583333333333,-0.485200776601568,1.01452927534117,0.537876949136986,0.05,-0.633950252395336,0.983595093084686,0.487088334196174,0.0579166666666667,-0.757815429887744,0.827899869473527,0.374531871274457,0.184166666666667,-1.33536692548348,0.30828320603542,0.201476632718526,0.0082638888888889,-3.03922438033116,-3.07960696720392,0.0379582149201162,0.0379759165546218,0.0307929721848739,0.0300419267615287,0.464583333333333,-1.66891526579866,-1.51251720568173,0.307382919904957,0.229827779340235,0.135214540240997,0.1650934443726,1.81041666666667,-2.42890913202145,0.0976395758441558,0.0493044358181818,0.671666666666667,-1.21946268222058,0.29538188122075,0.252767858134081,0.00333333333333333,-1.65272561697748,0.27949584220982,0.125205637683355,0.00111111111111111,-3.21109663834757,0.0307034025,0.025388445625,0.0795833333333333,-3.34807670780847,-3.36060736209957,0.0312659964446088,0.0317144344328098,0.0177541468106457,0.0174680142980205,0.00930555555555555,-3.82625961694942,0.0168339694776119,0.0113786697238806,0.0322916666666667,-3.72273359158619,0.0163542116129032,0.0143521528344086
"2019-06-16",18.31223,12.23601,16.23097,NA,17.1104166666667,241.222222222222,6.2,0.0833333333333333,16.7955146666667,1.6345642,1.79126833333333,0.0854166666666667,-0.468085956495592,1.03273974620527,0.565257203295924,0.035,-0.601972499316541,1.02564015654311,0.515956659244272,0.0429166666666667,-0.816155368657217,0.770274307707088,0.353102076385174,0.225833333333333,-1.35602710901111,0.303850051779995,0.194848686494492,0.00805555555555557,-3.13502602173652,-3.20899080710091,0.0315376062975734,0.0344671091379311,0.02835066,0.0263188632866596,0.535,-1.66716056416954,-1.52124022452443,0.305808546863201,0.22886230308968,0.137658742019047,0.162301100146173,1.67583333333333,-2.46256184768495,0.103569514714286,0.0522960292857143,0.767083333333333,-1.2749370288339,0.276416139502829,0.239199918246069,0.00375,-1.69662267627142,0.261298148058164,0.129552574602146,0.00125,-3.27505788585988,0.0284459055555556,0.0243119355555556,0.100138888888889,-3.3725308951031,-3.37837164052516,0.0307483365577914,0.0309377863106796,0.0172187719632455,0.0170661526442473,0.00993055555555556,-3.82301656225563,0.0169913802797203,0.0113390907832168,0.0324305555555556,-3.72827620987531,0.0163250042184154,0.0143282658201285
"2019-06-17",NA,NA,NA,NA,19.3629370629371,303.832167832168,8.3,0.0503496503496503,NA,NA,NA,0.1275,-0.517004253703542,0.978098298604006,0.544342570391866,0.0458333333333333,-0.678668015522021,0.95305983209943,0.467256385858185,0.0645833333333333,-0.896266483120567,0.696277447249691,0.329746942981389,0.2725,-1.38895268678762,0.293965519727529,0.189310846544072,0.00986111111111112,-3.07415752805152,-2.99781663998635,0.042805961642246,0.0369611091549296,0.0301457678169014,0.0338417704598183,0.543333333333333,-1.66233796799272,-1.52746181633184,0.305034333362595,0.234750777473599,0.137432310477225,0.159857424206461,1.68708333333333,-2.40461263056025,0.101624891710526,0.0546007740657895,1.12791666666667,-1.28869959973142,0.273019865756423,0.235173920217407,0.00208333333333333,-1.75359321177426,0.251598886914321,0.112130077696848,0.00138888888888889,-3.317855176438,0.02743296,0.022651037,0.0855555555555556,-3.36505327406317,-3.37302637786059,0.0312263782285123,0.031363089935065,0.0173264533547078,0.0171821240938154,0.00993055555555556,-3.83185928463441,0.0167818379020979,0.0112483286643357,0.0320833333333333,-3.73338239691453,0.0160209675974026,0.0143255830497835
"2019-06-18",NA,NA,NA,NA,21.3833333333333,249.243055555556,10.3,0.0166666666666667,NA,NA,NA,0.0441666666666667,-0.583177323099327,0.926524654308194,0.495119775565663,0.0358333333333333,-0.723008327234131,0.866884221301822,0.45622465735173,0.0941666666666667,-0.901367573366845,0.702599386112368,0.318420256805704,0.349166666666667,-1.37181166557109,0.305669679708186,0.190425951073253,0.0075287356321839,-3.1806967324758,-3.14408359675643,0.0338223481822847,0.0326065719847328,0.0274373160305343,0.0288037961272228,0.59,-1.64773586523002,-1.54632853537121,0.29920848650545,0.235931163346717,0.14080908101387,0.157138120673077,2.36541666666667,-2.4071663248305,0.0989545312790698,0.052248176,1.18708333333333,-1.38226299441199,0.246421224233889,0.211083862753797,0.0025,-1.8728061911919,0.202245154505037,0.103891228046164,0.000517241379310345,-3.33583435922356,0.0266253055555556,0.0225946544444444,0.111551724137931,-3.36344722787118,-3.36984646143184,0.0311664004599937,0.0313003752550232,0.0173942537619783,0.0172663967215189,0.00850574712643678,-3.83988051941255,0.016412345,0.0113207575472973,0.020632183908046,-3.76203636799788,0.0157419435933148,0.0136967904038997
"2019-06-19",18.009395,9.17566825,18.114475,3.4625,22.9965034965035,241.468531468531,13.6,0.167832167832168,15.8603506666667,1.62630486666666,2.34429458333333,0.11,-0.4741268206409,1.04796745675026,0.571851564641227,0.0695833333333333,-0.668177146668454,0.959063925225234,0.46883112029278,0.08125,-0.842118789647224,0.755680529467438,0.344448893239401,0.269166666666667,-1.37024809786112,0.30117069665611,0.191098823835172,0.00638888888888889,-3.09381474058591,-3.05583115130756,0.0402508141034562,0.0358711668478261,0.0300159681521739,0.0330015732444983,0.657916666666666,-1.64845704180227,-1.48275756941597,0.321073839336844,0.236347361347635,0.141730724343459,0.173387238691577,4.59416666666667,-2.30641757937195,0.110102473539823,0.0578398307433628,1.74958333333333,-1.32307323446779,0.26356074302668,0.225530471343922,0.00875,-1.75241383362788,0.245350608585465,0.122846327905551,0.00104166666666667,-3.31791302606204,0.0276278946666667,0.022087412,0.0994444444444445,-3.32330911865349,-3.33024609375998,0.0324722631423737,0.0327356988337989,0.0182462169832402,0.0180736199890989,0.01125,-3.82966537939051,0.0167793713580247,0.0112880999012346,0.0229861111111111,-3.75110604109644,0.0158261076435045,0.0138208075951662
"2019-06-20",18.869895,8.81417025,19.18801625,3.4,18.3444444444444,168.222222222222,13.2,5.76666666666667,18.3696775,1.58082283333333,2.35516958333334,0.126521739130435,-0.52501692871527,0.973760227215147,0.526176300929757,0.0752173913043478,-0.624423576494746,1.01042099818451,0.483273622026943,0.0756521739130435,-0.93387614881107,0.673201764211181,0.304572917771335,0.316086956521739,-1.3894280488671,0.298240007332403,0.18597005179188,0.00680555555555556,-3.08815670629528,-3.10799809722674,0.0381392506783895,0.0361423663265306,0.0297288647959184,0.0312508500336338,0.65,-1.68065076979507,-1.53226668583852,0.296117607957323,0.219807784437049,0.132064554432523,0.155795204829645,5.68173913043478,-2.37013645268923,0.103599747955801,0.0552196064640884,2.98217391304348,-1.34891678430697,0.258126007399407,0.21824195676607,0.00739130434782609,-1.76938995370389,0.236587727863178,0.118063789032569,0.000625,-3.32362781609506,0.0268013955555556,0.0220520133333333,0.119652777777777,-3.36771217662301,-3.36750341776421,0.0311917708115006,0.031138092774231,0.0172966731033082,0.0172640778406834,0.0104861111111111,-3.83063081459759,0.0166142868874172,0.0113719103509934,0.0214583333333333,-3.73392853669599,0.0161578833009709,0.0140060264401294
"2019-06-21",18.35647625,9.283337625,18.61312625,3.625,19.2482517482517,210.13986013986,8.6,1.87972027972028,15.8487798333333,1.58920643333333,2.3977875,0.114166666666667,-0.504255482037121,1.00797061483448,0.552874562372124,0.0483333333333333,-0.556424890874661,1.12547430069897,0.536496725480152,0.09875,-0.932987892993464,0.676544134277373,0.313391024681842,0.259583333333333,-1.44448255566038,0.274043313265189,0.177735101610753,0.00847222222222223,-3.0833655375796,-3.13774274911077,0.0333394854649517,0.0346251213934426,0.0284481419672131,0.0267053561617549,0.63375,-1.66350307410637,-1.55350665522888,0.296288617337693,0.230358510033554,0.134454845251362,0.154363792677444,6.27291666666667,-2.48250156447926,0.0950967377619048,0.0486899151142857,2.68333333333333,-1.3983881700102,0.244239435569747,0.205996074316769,0.00833333333333333,-1.75811294099124,0.260664038183607,0.107961664540829,0.000625,-3.33555309341613,0.02487034,0.0236041644444444,0.11,-3.39570516087857,-3.39218797702105,0.030507312741573,0.0302999996780303,0.016628223614899,0.0166997310186096,0.00736111111111111,-3.8260576716783,0.0168068917924528,0.0113555381886792,0.0179166666666667,-3.74131385386886,0.0159425030620155,0.0140378971124031
"2019-06-22",18.417305,9.681546875,17.98858875,3.0625,17.7076388888889,109.201388888889,5.9,8.8,16.1869158333333,1.51615533333333,2.084445,0.0670833333333333,-0.57860830108672,0.95362369385674,0.498435100751073,0.035,-0.602004292703177,1.06597458869603,0.523709903714406,0.110833333333333,-0.995795083057294,0.622512721196299,0.295515442751765,0.262916666666667,-1.4640169308177,0.266321459970434,0.177051357277425,0.00881944444444445,-3.15408111039596,-3.12696572050165,0.0381888781733751,0.0332500473228347,0.0276966920472441,0.0291416640572052,0.7575,-1.65945276256764,-1.54395541380788,0.303176012280209,0.228855594746536,0.1333656660346,0.154606686543809,5.63041666666667,-2.55206541946052,0.0918825396335079,0.0459744390366492,1.76666666666667,-1.50884155027109,0.215079122489207,0.183092154588012,0.0229166666666667,-1.73937164930751,0.261761905664538,0.122437813550301,0.00118055555555556,-3.31955508141094,0.0276705152941176,0.0222610770588235,0.0931944444444444,-3.41976113496214,-3.41702577909009,0.0295967985919225,0.0294473321684054,0.0162097416616989,0.0162673728457211,0.00652777777777778,-3.83708970903725,0.0163708774468085,0.0113960190957447,0.0182638888888889,-3.70681187879966,0.0164950385551331,0.0145202856159696
